"sep=,"
"Order #","Suffix","Stage","Purchase Order","Customer #","Customer Name","Order Notes","Customer Notes","Ship To","Ship To Name","Disposition","Warehouse","Warehouse Name","Division","Type","Suspended / Floor Plan","Job #","Promised Date","Requested Ship Date","Shipped Date","Invoice Date","Quantity Ordered","Quantity Shipped","Invoice Amount","Ordered Amount","Shipped Amount","Inside Sales Rep","Outside Sales Rep","Customer Ship To Name","Taken By","Entered Date","Warehouse Transfer Billed","Approval","Origin Code","Origin Copy Type","Origin Order #","Origin Order Suffix","Vendor Return Authorization #","Sales Warehouse","Reference","Inside Sales Rep Name","Outside Sales Rep Name","Taken By Name","Picked Date","Ship Via"
"1004381","00","Paid","32847  STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/19/2006","12/19/2006","12/19/2006","12/19/2006","120","120","120.97","111.24","111.24","DAV","I07","ZENNER & RITTER, INC","DJWI","12/19/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","djwi","12/19/2006",""
"1004383","00","Paid","32753","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/19/2006","12/19/2006","12/19/2006","12/19/2006","1","1","36.95","33.98","33.98","tsru","I07","ZENNER & RITTER, INC","XRRR","12/19/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","","12/19/2006",""
"1004390","00","Paid","32549 / HIGHGATE","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","12/20/2006","12/20/2006","12/20/2006","12/20/2006","1","1","401.00","401.00","401.00","CJSC","I07","HEAP JOBS","CJSC","12/19/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/19/2006","OT"
"1004422","00","Paid","32756  CREEKSIDE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/19/2006","12/19/2006","12/29/2006","12/29/2006","3","2","293.56","323.93","269.94","XRRR","I07","ZENNER & RITTER, INC","DJWI","12/19/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","12/22/2006",""
"1004422","01","Paid","32756  CREEKSIDE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/19/2006","12/19/2006","1/12/2007","1/12/2007","1","1","58.71","53.99","53.99","XRRR","I07","ZENNER & RITTER, INC","DJWI","12/19/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","12/29/2006",""
"1004434","00","Paid","32757-MCCARTHUR","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/19/2006","12/19/2006","12/20/2006","12/20/2006","7","7","233.53","214.74","214.74","DAV","I07","ZENNER & RITTER, INC","DAV","12/19/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/19/2006","CNTR"
"1004439","00","Paid","32758-WESTGATE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","2","2","1,001.92","921.31","921.31","XRRR","I07","ZENNER & RITTER, INC","DAV","12/19/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","12/19/2006","OT"
"1004451","00","Paid","32376","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","1","1","53.60","49.29","49.29","DAV","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/20/2006",""
"1004453","00","Paid","32311-COUNTRY GATE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","1","1","90.98","83.66","83.66","DAV","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/20/2006",""
"1004460","00","Paid","32853-","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","2","2","350.72","322.50","322.50","DAV","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/20/2006",""
"1004473","00","Paid","32759-WOODELL AVE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","55","55","255.51","234.95","234.95","XRRR","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","12/20/2006",""
"1004476","00","Paid","32854","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","1","1","32.84","30.20","30.20","XRRR","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","","12/20/2006",""
"1004486","00","Paid","32858","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","296","221","705.57","803.30","648.80","rrr","I07","ZENNER & RITTER, INC","rrr","12/20/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","12/20/2006","ot"
"1004486","01","Paid","32858","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","75","75","168.02","154.50","154.50","rrr","I07","ZENNER & RITTER, INC","rrr","12/20/2006","No","y","","","0","00","","","","Randy Robb retired 3/31/21","Open - Scott Kohler","rrr  retired 3/31/21","12/20/2006","ot"
"1004510","00","Paid","32860  STOCK","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/20/2006","12/20/2006","12/20/2006","12/20/2006","1","1","436.09","401.00","401.00","tsru","I07","ZENNER & RITTER, INC","DJWI","12/20/2006","No","y","","","0","00","","","","Timothy Ruhland inac -> GUI","Open - Scott Kohler","djwi","12/20/2006",""
"1004511","00","Paid","32764-DANBURY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/28/2006","12/28/2006","12/28/2006","12/28/2006","3","3","1,160.70","1,067.31","1,067.31","DAV","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/26/2006","OT"
"1004512","00","Paid","32764-DANBURY","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","4/1/2007","4/1/2007","4/4/2007","4/4/2007","1","1","803.66","739.00","739.00","DAV","I07","ZENNER & RITTER, INC","DAV","12/20/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","3/29/2007","OT"
"1004534","00","Paid","32760","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/22/2006","12/22/2006","12/22/2006","12/22/2006","2","2","892.52","820.71","820.71","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/21/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/21/2006","OT"
"1004536","00","Paid","32761 / LASALLE","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/22/2006","12/22/2006","12/22/2006","12/22/2006","1","1","436.09","401.00","401.00","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/21/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/21/2006","OT"
"1004541","00","Paid","32310 / KEVIN RING","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/21/2006","12/21/2006","1/5/2007","1/5/2007","1","1","7.12","6.55","6.55","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/21/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","1/5/2007",""
"1004546","00","Paid","32377","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Counter Sale","","","12/21/2006","12/21/2006","12/21/2006","12/21/2006","8","8","87.69","80.63","80.63","DCS","I07","ZENNER & RITTER, INC","DCS","12/21/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","12/21/2006","CNTR"
"1004558","00","Paid","32843  RUSKIN","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/21/2006","12/21/2006","12/21/2006","12/21/2006","1","1","804.75","740.00","740.00","DJWI","I07","ZENNER & RITTER, INC","DJWI","12/21/2006","No","y","","","0","00","","","","Daryl Widebeck","Open - Scott Kohler","djwi","12/21/2006",""
"1004563","00","Paid","32766","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/21/2006","12/21/2006","1/19/2007","1/19/2007","1","1","315.38","290.00","290.00","DCS","I07","ZENNER & RITTER, INC","DCS","12/21/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","1/19/2007","OT"
"1004582","00","Paid","32767 / SEBRING","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/28/2006","12/28/2006","12/28/2006","12/28/2006","2","2","1,263.68","1,162.00","1,162.00","DCS","I07","ZENNER & RITTER, INC","DCS","12/21/2006","No","y","","","0","00","","","","Doug Specht - inactive -> GUI","Open - Scott Kohler","dcs","12/21/2006","OT"
"1004596","00","Paid","32769","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/21/2006","12/21/2006","12/21/2006","12/21/2006","2","2","103.84","95.48","95.48","XRRR","I07","ZENNER & RITTER, INC","DJWI","12/21/2006","No","y","","","0","00","","","","Randy Robb  retired 3/31/21","Open - Scott Kohler","djwi","12/21/2006",""
"1004646","00","Paid","BIGILOW","1097756","ZENNER & RITTER, INC","","*","001","ZENNER & RITTER, INC","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","","12/22/2006","12/22/2006","12/22/2006","12/22/2006","2","2","476.63","438.28","438.28","CJSC","I07","ZENNER & RITTER, INC","CJSC","12/22/2006","No","y","","","0","00","","","","Clifford Schulz  inact","Open - Scott Kohler","cjsc","12/22/2006",""
"1004661","00","Paid","32772-HEADWIG","1097756","ZENNER & RITTER, INC","","*","HEAP","HEAP JOBS","Will Call","01","TRAINING  (01) BUFFALO","Buffalo - 01","Stock Order","","HEAP","12/22/2006","12/22/2006","12/22/2006","12/22/2006","1","1","401.00","401.00","401.00","DAV","I07","HEAP JOBS","DAV","12/22/2006","No","y","","","0","00","","","","Derek VanDriel","Open - Scott Kohler","","12/22/2006","CNTR"
